RGIId,REGION,O2Region,CenLon,CenLat,Area,WGMS_ID,N_gla_anom_used,ID_gla_anom_used,min_dist_gla_anom,max_dist_gla_anom,mean_dist_gla_anom,period_reg_obs,N_gla_anom_neighbour_reg,ID_gla_anom_neighbour_reg,period_neighbour_reg_obs,N_geo_obs,period_geo_obs
RGI60-17.12666,SAN,2,-71.7123,-38.7434,0.033,41835.0,1.0,[1344],591.8,591.8,591.8,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12667,SAN,2,-71.7119,-38.7416,0.022,41836.0,1.0,[1344],591.6,591.6,591.6,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12668,SAN,2,-71.7481,-38.7427,0.036,41837.0,1.0,[1344],592.5,592.5,592.5,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12669,SAN,2,-71.7736,-38.7419,0.011,41838.0,1.0,[1344],592.9,592.9,592.9,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12670,SAN,2,-71.7672,-38.7414,0.015,41839.0,1.0,[1344],592.7,592.7,592.7,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12671,SAN,2,-71.7695,-38.7412,0.024,41840.0,1.0,[1344],592.8,592.8,592.8,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12672,SAN,2,-71.7774,-38.7394,0.023,41841.0,1.0,[1344],592.8,592.8,592.8,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12673,SAN,2,-71.7646,-38.7361,0.068,31898.0,1.0,[1344],592.1,592.1,592.1,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12674,SAN,2,-71.7565,-38.7382,0.224,31899.0,1.0,[1344],592.2,592.2,592.2,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12675,SAN,2,-71.7856,-38.7344,0.033,41842.0,1.0,[1344],592.4,592.4,592.4,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12676,SAN,2,-71.7753,-38.7339,0.028,41843.0,1.0,[1344],592.1,592.1,592.1,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12677,SAN,2,-71.7699,-38.7339,0.086,41844.0,1.0,[1344],592.0,592.0,592.0,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12678,SAN,2,-71.764,-38.732,0.023,41845.0,1.0,[1344],591.7,591.7,591.7,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12679,SAN,2,-71.7708,-38.7328,0.034,41846.0,1.0,[1344],591.9,591.9,591.9,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12680,SAN,2,-71.7831,-38.7319,0.011,41847.0,1.0,[1344],592.1,592.1,592.1,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12681,SAN,2,-71.7588,-38.7303,0.027,41848.0,1.0,[1344],591.4,591.4,591.4,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12682,SAN,2,-71.7522,-38.7296,0.013,31900.0,1.0,[1344],591.1,591.1,591.1,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12683,SAN,2,-71.7625,-38.7295,0.016,41849.0,1.0,[1344],591.4,591.4,591.4,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12684,SAN,2,-71.7801,-38.7301,0.02,41850.0,1.0,[1344],591.8,591.8,591.8,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12685,SAN,2,-71.7552,-38.7271,0.01,41851.0,1.0,[1344],590.9,590.9,590.9,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12686,SAN,2,-71.7046,-38.72,0.016,41852.0,1.0,[1344],589.1,589.1,589.1,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12687,SAN,2,-71.7543,-38.7209,0.01,41853.0,1.0,[1344],590.3,590.3,590.3,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12688,SAN,2,-71.7853,-38.7198,0.01,41854.0,1.0,[1344],590.8,590.8,590.8,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12689,SAN,2,-71.7034,-38.7174,0.031,41855.0,1.0,[1344],588.8,588.8,588.8,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12690,SAN,2,-71.7791,-38.7192,0.013,41856.0,1.0,[1344],590.6,590.6,590.6,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12691,SAN,2,-71.7376,-38.7314,1.849,31901.0,1.0,[1344],591.0,591.0,591.0,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12692,SAN,2,-71.725,-38.7326,3.442,31902.0,1.0,[1344],590.9,590.9,590.9,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12693,SAN,2,-71.7846,-38.7165,0.047,41857.0,1.0,[1344],590.5,590.5,590.5,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12694,SAN,2,-71.743,-38.7259,1.661,31903.0,1.0,[1344],590.5,590.5,590.5,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12695,SAN,2,-71.7675,-38.7118,0.018,41858.0,1.0,[1344],589.6,589.6,589.6,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12696,SAN,2,-71.77,-38.7115,0.01,41859.0,1.0,[1344],589.6,589.6,589.6,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12697,SAN,2,-71.782,-38.7111,0.015,41860.0,1.0,[1344],589.8,589.8,589.8,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12698,SAN,2,-71.7716,-38.7095,0.021,41861.0,1.0,[1344],589.4,589.4,589.4,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12699,SAN,2,-71.6995,-38.7069,0.018,41862.0,1.0,[1344],587.6,587.6,587.6,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12700,SAN,2,-71.6967,-38.7057,0.016,41863.0,1.0,[1344],587.4,587.4,587.4,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12701,SAN,2,-71.7163,-38.7137,2.8,31904.0,1.0,[1344],588.6,588.6,588.6,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12702,SAN,2,-71.6972,-38.7045,0.011,41864.0,1.0,[1344],587.2,587.2,587.2,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12703,SAN,2,-71.7772,-38.7073,0.06,31905.0,1.0,[1344],589.3,589.3,589.3,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12704,SAN,2,-71.7874,-38.7075,0.079,41865.0,1.0,[1344],589.6,589.6,589.6,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12705,SAN,2,-71.6935,-38.7033,0.058,41866.0,1.0,[1344],587.0,587.0,587.0,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12706,SAN,2,-71.7671,-38.7044,0.013,41867.0,1.0,[1344],588.8,588.8,588.8,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12707,SAN,2,-71.7707,-38.7045,0.035,41868.0,1.0,[1344],588.9,588.9,588.9,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12708,SAN,2,-71.6974,-38.7013,0.013,31906.0,1.0,[1344],586.9,586.9,586.9,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12709,SAN,2,-71.6935,-38.6999,0.039,41869.0,1.0,[1344],586.7,586.7,586.7,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12710,SAN,2,-71.7679,-38.7017,0.021,41870.0,1.0,[1344],588.5,588.5,588.5,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12711,SAN,2,-71.7146,-38.7036,1.473,31907.0,1.0,[1344],587.5,587.5,587.5,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12712,SAN,2,-71.6939,-38.6974,0.116,31908.0,1.0,[1344],586.4,586.4,586.4,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12713,SAN,2,-71.781,-38.6989,0.038,41871.0,1.0,[1344],588.5,588.5,588.5,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12714,SAN,2,-71.7405,-38.7112,6.985,31909.0,1.0,[1344],588.9,588.9,588.9,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12715,SAN,2,-71.7722,-38.6976,0.015,31910.0,1.0,[1344],588.1,588.1,588.1,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12716,SAN,2,-71.7858,-38.6968,0.01,41872.0,1.0,[1344],588.4,588.4,588.4,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12717,SAN,2,-71.6942,-38.6931,0.022,41873.0,1.0,[1344],586.0,586.0,586.0,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12718,SAN,2,-71.7112,-38.697,1.711,41874.0,1.0,[1344],586.7,586.7,586.7,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12719,SAN,2,-71.6868,-38.6911,0.022,41875.0,1.0,[1344],585.6,585.6,585.6,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12720,SAN,2,-71.782,-38.693,0.021,41876.0,1.0,[1344],587.9,587.9,587.9,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12721,SAN,2,-71.7759,-38.7027,3.788,31911.0,1.0,[1344],588.8,588.8,588.8,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12722,SAN,2,-71.7829,-38.6915,0.094,31912.0,1.0,[1344],587.7,587.7,587.7,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12723,SAN,2,-71.6941,-38.6881,0.018,41877.0,1.0,[1344],585.4,585.4,585.4,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12724,SAN,2,-71.6977,-38.6899,0.113,41878.0,1.0,[1344],585.7,585.7,585.7,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12725,SAN,2,-71.7103,-38.6873,0.028,31913.0,1.0,[1344],585.7,585.7,585.7,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12726,SAN,2,-71.6878,-38.6852,0.026,41879.0,1.0,[1344],585.0,585.0,585.0,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12727,SAN,2,-71.7827,-38.6864,0.011,41880.0,1.0,[1344],587.2,587.2,587.2,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12728,SAN,2,-71.764,-38.69,1.915,31914.0,1.0,[1344],587.1,587.1,587.1,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12729,SAN,2,-71.7067,-38.6822,0.037,41881.0,1.0,[1344],585.0,585.0,585.0,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12730,SAN,2,-71.7045,-38.6801,0.015,41882.0,1.0,[1344],584.8,584.8,584.8,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12731,SAN,2,-71.717,-38.6909,0.571,31915.0,1.0,[1344],586.2,586.2,586.2,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12732,SAN,2,-71.703,-38.6868,1.411,31916.0,1.0,[1344],585.5,585.5,585.5,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12733,SAN,2,-71.7112,-38.6789,0.011,41883.0,1.0,[1344],584.8,584.8,584.8,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12734,SAN,2,-71.6961,-38.6772,0.014,41884.0,1.0,[1344],584.3,584.3,584.3,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12735,SAN,2,-71.7689,-38.6803,0.027,41885.0,1.0,[1344],586.2,586.2,586.2,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12736,SAN,2,-71.6903,-38.6769,0.01,41886.0,1.0,[1344],584.1,584.1,584.1,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12737,SAN,2,-71.7633,-38.6777,0.011,41887.0,1.0,[1344],585.8,585.8,585.8,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12738,SAN,2,-71.7054,-38.6756,0.017,41888.0,1.0,[1344],584.3,584.3,584.3,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12739,SAN,2,-71.7008,-38.6766,0.087,31917.0,1.0,[1344],584.3,584.3,584.3,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12740,SAN,2,-71.6955,-38.6759,0.145,31918.0,1.0,[1344],584.1,584.1,584.1,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12741,SAN,2,-71.7575,-38.6758,0.015,41889.0,1.0,[1344],585.5,585.5,585.5,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12742,SAN,2,-71.7438,-38.6744,0.019,41890.0,1.0,[1344],585.0,585.0,585.0,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12743,SAN,2,-71.7284,-38.6738,0.014,41891.0,1.0,[1344],584.6,584.6,584.6,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12744,SAN,2,-71.7543,-38.6734,0.012,41892.0,1.0,[1344],585.1,585.1,585.1,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12745,SAN,2,-71.7428,-38.6727,0.012,41893.0,1.0,[1344],584.8,584.8,584.8,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12746,SAN,2,-71.7223,-38.6848,1.466,31919.0,1.0,[1344],585.7,585.7,585.7,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12747,SAN,2,-71.7191,-38.6717,0.012,41894.0,1.0,[1344],584.2,584.2,584.2,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12748,SAN,2,-71.6906,-38.6711,0.035,41895.0,1.0,[1344],583.5,583.5,583.5,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12749,SAN,2,-71.7306,-38.6716,0.017,41896.0,1.0,[1344],584.4,584.4,584.4,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12750,SAN,2,-71.6853,-38.6703,0.016,41897.0,1.0,[1344],583.3,583.3,583.3,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12751,SAN,2,-71.7431,-38.6816,4.611,31920.0,1.0,[1344],585.8,585.8,585.8,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12752,SAN,2,-71.564,-38.6208,0.017,41898.0,1.0,[1344],575.4,575.4,575.4,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12753,SAN,2,-71.5863,-38.618,0.016,41899.0,1.0,[1344],575.6,575.6,575.6,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12754,SAN,2,-71.5676,-38.62,0.119,41900.0,1.0,[1344],575.4,575.4,575.4,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12755,SAN,2,-71.594,-38.6165,0.011,41901.0,1.0,[1344],575.6,575.6,575.6,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12756,SAN,2,-71.5859,-38.6152,0.029,41902.0,1.0,[1344],575.3,575.3,575.3,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12757,SAN,2,-71.5711,-38.6128,0.011,41903.0,1.0,[1344],574.7,574.7,574.7,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12758,SAN,2,-71.6993,-38.6143,0.01,41904.0,1.0,[1344],577.6,577.6,577.6,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12759,SAN,2,-71.6915,-38.6146,0.021,41905.0,1.0,[1344],577.4,577.4,577.4,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12760,SAN,2,-71.5779,-38.6177,1.092,31921.0,1.0,[1344],575.4,575.4,575.4,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12761,SAN,2,-71.6836,-38.6121,0.021,41906.0,1.0,[1344],577.0,577.0,577.0,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12762,SAN,2,-71.6903,-38.6115,0.01,41907.0,1.0,[1344],577.1,577.1,577.1,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12763,SAN,2,-71.6561,-38.6102,0.016,41908.0,1.0,[1344],576.2,576.2,576.2,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12764,SAN,2,-71.5478,-38.6053,0.016,41909.0,1.0,[1344],573.4,573.4,573.4,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12765,SAN,2,-71.6058,-38.6067,0.02,41910.0,1.0,[1344],574.8,574.8,574.8,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12766,SAN,2,-71.5514,-38.6054,0.06,41911.0,1.0,[1344],573.5,573.5,573.5,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12767,SAN,2,-71.5447,-38.6041,0.018,41912.0,1.0,[1344],573.2,573.2,573.2,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12768,SAN,2,-71.6471,-38.6063,0.012,41913.0,1.0,[1344],575.6,575.6,575.6,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12769,SAN,2,-71.5497,-38.6027,0.02,41914.0,1.0,[1344],573.2,573.2,573.2,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12770,SAN,2,-71.5471,-38.6013,0.012,41915.0,1.0,[1344],573.0,573.0,573.0,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12771,SAN,2,-71.6417,-38.6036,0.014,41916.0,1.0,[1344],575.2,575.2,575.2,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12772,SAN,2,-71.6484,-38.6031,0.011,41917.0,1.0,[1344],575.3,575.3,575.3,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12773,SAN,2,-71.6063,-38.6021,0.213,31922.0,1.0,[1344],574.3,574.3,574.3,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12774,SAN,2,-71.6645,-38.6057,1.681,31923.0,1.0,[1344],575.9,575.9,575.9,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12775,SAN,2,-71.639,-38.6001,0.121,31924.0,1.0,[1344],574.8,574.8,574.8,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12776,SAN,2,-71.6085,-38.5976,0.016,41918.0,1.0,[1344],573.8,573.8,573.8,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12777,SAN,2,-71.6168,-38.5988,0.031,41919.0,1.0,[1344],574.1,574.1,574.1,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12778,SAN,2,-71.591,-38.6072,1.338,31925.0,1.0,[1344],574.5,574.5,574.5,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12779,SAN,2,-71.5962,-38.5945,0.047,41920.0,1.0,[1344],573.3,573.3,573.3,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12780,SAN,2,-71.5695,-38.5943,0.861,31926.0,1.0,[1344],572.7,572.7,572.7,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12781,SAN,2,-71.5773,-38.6015,3.416,31927.0,1.0,[1344],573.6,573.6,573.6,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12782,SAN,2,-71.6041,-38.5887,0.022,41921.0,1.0,[1344],572.8,572.8,572.8,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12783,SAN,2,-71.6082,-38.5858,0.016,41922.0,1.0,[1344],572.6,572.6,572.6,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12784,SAN,2,-71.5631,-38.5822,0.023,41923.0,1.0,[1344],571.2,571.2,571.2,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12785,SAN,2,-71.5583,-38.5812,0.017,41924.0,1.0,[1344],571.0,571.0,571.0,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12786,SAN,2,-71.5552,-38.5807,0.01,41925.0,1.0,[1344],570.9,570.9,570.9,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12787,SAN,2,-71.6035,-38.6078,1.929,31928.0,1.0,[1344],574.8,574.8,574.8,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12788,SAN,2,-71.5531,-38.5783,0.012,41926.0,1.0,[1344],570.6,570.6,570.6,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12789,SAN,2,-71.5666,-38.5788,0.03,41927.0,1.0,[1344],571.0,571.0,571.0,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12790,SAN,2,-71.5663,-38.5774,0.011,41928.0,1.0,[1344],570.8,570.8,570.8,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12791,SAN,2,-71.6036,-38.5766,0.012,41929.0,1.0,[1344],571.5,571.5,571.5,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12792,SAN,2,-71.6032,-38.5732,0.038,41930.0,1.0,[1344],571.1,571.1,571.1,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12793,SAN,2,-71.5951,-38.5764,0.806,31929.0,1.0,[1344],571.3,571.3,571.3,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12794,SAN,2,-71.6035,-38.5714,0.024,41931.0,1.0,[1344],570.9,570.9,570.9,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.12795,SAN,2,-71.5769,-38.5799,4.399,31930.0,1.0,[1344],571.3,571.3,571.3,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.12796,SAN,2,-71.563,-38.5649,0.012,41932.0,1.0,[1344],569.4,569.4,569.4,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12797,SAN,2,-71.58,-38.5612,0.011,41933.0,1.0,[1344],569.3,569.3,569.3,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.12798,SAN,2,-71.5588,-38.5598,0.015,41934.0,1.0,[1344],568.7,568.7,568.7,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
