RGIId,REGION,O2Region,CenLon,CenLat,Area,WGMS_ID,N_gla_anom_used,ID_gla_anom_used,min_dist_gla_anom,max_dist_gla_anom,mean_dist_gla_anom,period_reg_obs,N_gla_anom_neighbour_reg,ID_gla_anom_neighbour_reg,period_neighbour_reg_obs,N_geo_obs,period_geo_obs
RGI60-17.10940,SAN,2,-72.4618,-43.3668,0.968,40510.0,1.0,[1344],1107.2,1107.2,1107.2,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10941,SAN,2,-72.3022,-43.3558,0.08,40511.0,1.0,[1344],1103.6,1103.6,1103.6,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10942,SAN,2,-72.4982,-43.36,0.036,40512.0,1.0,[1344],1107.1,1107.1,1107.1,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10943,SAN,2,-72.3091,-43.3543,0.123,31555.0,1.0,[1344],1103.5,1103.5,1103.5,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10944,SAN,2,-72.4411,-43.3665,2.431,31556.0,1.0,[1344],1106.9,1106.9,1106.9,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10945,SAN,2,-72.1162,-43.3473,0.022,40513.0,1.0,[1344],1100.0,1100.0,1100.0,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10946,SAN,2,-72.4484,-43.3582,0.447,31557.0,1.0,[1344],1106.1,1106.1,1106.1,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10947,SAN,2,-72.5174,-43.3595,0.42,40514.0,1.0,[1344],1107.3,1107.3,1107.3,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10948,SAN,2,-72.442,-43.3549,0.187,40515.0,1.0,[1344],1105.6,1105.6,1105.6,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10949,SAN,2,-72.5213,-43.3534,0.021,40516.0,1.0,[1344],1106.7,1106.7,1106.7,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10950,SAN,2,-71.8443,-43.3361,0.031,40517.0,1.0,[1344],1095.3,1095.3,1095.3,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10951,SAN,2,-71.8405,-43.3346,0.053,40518.0,1.0,[1344],1095.1,1095.1,1095.1,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10952,SAN,2,-72.1297,-43.3399,0.046,40519.0,1.0,[1344],1099.4,1099.4,1099.4,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10953,SAN,2,-72.3223,-43.3436,0.033,40520.0,1.0,[1344],1102.6,1102.6,1102.6,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10954,SAN,2,-72.3261,-43.343,0.027,40521.0,1.0,[1344],1102.5,1102.5,1102.5,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10955,SAN,2,-72.5063,-43.3511,1.272,40522.0,1.0,[1344],1106.2,1106.2,1106.2,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10956,SAN,2,-72.5704,-43.3478,0.172,40523.0,1.0,[1344],1106.9,1106.9,1106.9,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.10957,SAN,2,-71.7248,-43.3263,0.251,31558.0,1.0,[1344],1092.9,1092.9,1092.9,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10958,SAN,2,-72.5677,-43.3445,0.035,40524.0,1.0,[1344],1106.5,1106.5,1106.5,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.10959,SAN,2,-71.883,-43.3273,0.042,31559.0,1.0,[1344],1094.8,1094.8,1094.8,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10960,SAN,2,-72.4455,-43.3449,1.074,31560.0,1.0,[1344],1104.6,1104.6,1104.6,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10961,SAN,2,-72.3266,-43.3375,0.072,40525.0,1.0,[1344],1101.9,1101.9,1101.9,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10962,SAN,2,-72.5612,-43.3387,0.158,40526.0,1.0,[1344],1105.8,1105.8,1105.8,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10963,SAN,2,-71.8991,-43.3241,0.758,40527.0,1.0,[1344],1094.7,1094.7,1094.7,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10964,SAN,2,-72.3338,-43.335,0.36,31561.0,1.0,[1344],1101.8,1101.8,1101.8,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10965,SAN,2,-72.557,-43.3484,3.583,40528.0,1.0,[1344],1106.8,1106.8,1106.8,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10966,SAN,2,-71.8948,-43.3182,0.059,40529.0,1.0,[1344],1094.0,1094.0,1094.0,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10967,SAN,2,-72.5141,-43.3393,2.351,40530.0,1.0,[1344],1105.1,1105.1,1105.1,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10968,SAN,2,-72.5353,-43.3317,0.032,40531.0,1.0,[1344],1104.6,1104.6,1104.6,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10969,SAN,2,-72.1133,-43.3208,0.022,40532.0,1.0,[1344],1097.1,1097.1,1097.1,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10970,SAN,2,-72.1008,-43.3243,0.267,40533.0,1.0,[1344],1097.3,1097.3,1097.3,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10971,SAN,2,-71.7322,-43.311,0.051,31562.0,1.0,[1344],1091.3,1091.3,1091.3,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10972,SAN,2,-72.5289,-43.3322,0.319,31563.0,1.0,[1344],1104.5,1104.5,1104.5,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10973,SAN,2,-71.7999,-43.3122,0.066,40534.0,1.0,[1344],1092.2,1092.2,1092.2,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10974,SAN,2,-72.5571,-43.3309,0.601,40535.0,1.0,[1344],1104.9,1104.9,1104.9,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10975,SAN,2,-72.1527,-43.32,0.237,40536.0,1.0,[1344],1097.5,1097.5,1097.5,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10976,SAN,2,-72.1133,-43.3156,0.063,40537.0,1.0,[1344],1096.5,1096.5,1096.5,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10977,SAN,2,-72.4561,-43.3307,1.388,31564.0,1.0,[1344],1103.2,1103.2,1103.2,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10978,SAN,2,-72.0811,-43.3171,0.762,40538.0,1.0,[1344],1096.2,1096.2,1096.2,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10979,SAN,2,-72.4814,-43.3398,15.312,31565.0,1.0,[1344],1104.6,1104.6,1104.6,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10980,SAN,2,-72.4514,-43.3182,0.168,31566.0,1.0,[1344],1101.8,1101.8,1101.8,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10981,SAN,2,-71.8806,-43.3059,1.228,40539.0,1.0,[1344],1092.5,1092.5,1092.5,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10982,SAN,2,-72.4692,-43.3151,0.154,31567.0,1.0,[1344],1101.7,1101.7,1101.7,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10983,SAN,2,-72.4639,-43.3204,1.006,31568.0,1.0,[1344],1102.2,1102.2,1102.2,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10984,SAN,2,-72.4732,-43.3111,0.027,40540.0,1.0,[1344],1101.3,1101.3,1101.3,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10985,SAN,2,-72.2251,-43.3014,0.022,40541.0,1.0,[1344],1096.5,1096.5,1096.5,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.10986,SAN,2,-72.1109,-43.2997,0.085,40542.0,1.0,[1344],1094.7,1094.7,1094.7,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10987,SAN,2,-72.1068,-43.2972,0.022,40543.0,1.0,[1344],1094.4,1094.4,1094.4,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10988,SAN,2,-71.7071,-43.287,0.021,40544.0,1.0,[1344],1088.4,1088.4,1088.4,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10989,SAN,2,-71.7143,-43.2906,0.61,31569.0,1.0,[1344],1088.9,1088.9,1088.9,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10990,SAN,2,-72.5194,-43.3174,4.632,31570.0,1.0,[1344],1102.8,1102.8,1102.8,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10991,SAN,2,-72.104,-43.2946,0.053,40545.0,1.0,[1344],1094.1,1094.1,1094.1,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10992,SAN,2,-71.7302,-43.285,0.091,31571.0,1.0,[1344],1088.4,1088.4,1088.4,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10993,SAN,2,-71.7213,-43.2856,0.151,31572.0,1.0,[1344],1088.4,1088.4,1088.4,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10994,SAN,2,-72.2192,-43.295,0.426,40546.0,1.0,[1344],1095.7,1095.7,1095.7,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10995,SAN,2,-72.4943,-43.3092,4.802,40547.0,1.0,[1344],1101.5,1101.5,1101.5,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10996,SAN,2,-72.5293,-43.3026,0.969,40548.0,1.0,[1344],1101.3,1101.3,1101.3,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.10997,SAN,2,-72.5432,-43.2957,0.069,40549.0,1.0,[1344],1100.8,1100.8,1100.8,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10998,SAN,2,-72.2064,-43.2861,0.028,40550.0,1.0,[1344],1094.6,1094.6,1094.6,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.10999,SAN,2,-72.218,-43.2867,0.052,40551.0,1.0,[1344],1094.8,1094.8,1094.8,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11000,SAN,2,-72.6531,-43.2946,0.033,40552.0,1.0,[1344],1102.5,1102.5,1102.5,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11001,SAN,2,-72.2182,-43.2791,0.024,40553.0,1.0,[1344],1094.0,1094.0,1094.0,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11002,SAN,2,-72.1555,-43.277,0.039,40554.0,1.0,[1344],1092.9,1092.9,1092.9,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11003,SAN,2,-72.5053,-43.2945,5.517,40555.0,1.0,[1344],1100.0,1100.0,1100.0,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11004,SAN,2,-72.2119,-43.2793,0.323,40556.0,1.0,[1344],1093.9,1093.9,1093.9,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11005,SAN,2,-72.151,-43.2754,0.241,40557.0,1.0,[1344],1092.6,1092.6,1092.6,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11006,SAN,2,-72.2103,-43.272,0.021,40558.0,1.0,[1344],1093.1,1093.1,1093.1,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.11007,SAN,2,-72.4774,-43.2785,0.033,40559.0,1.0,[1344],1097.9,1097.9,1097.9,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11008,SAN,2,-72.4794,-43.2769,0.031,40560.0,1.0,[1344],1097.7,1097.7,1097.7,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11009,SAN,2,-72.5436,-43.2864,3.716,40561.0,1.0,[1344],1099.8,1099.8,1099.8,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11010,SAN,2,-72.2245,-43.2714,0.362,40562.0,1.0,[1344],1093.2,1093.2,1093.2,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11011,SAN,2,-72.5207,-43.2823,3.172,31573.0,1.0,[1344],1099.0,1099.0,1099.0,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11012,SAN,2,-72.2555,-43.2663,0.024,40563.0,1.0,[1344],1093.1,1093.1,1093.1,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.11013,SAN,2,-72.5702,-43.2826,3.974,40564.0,1.0,[1344],1099.8,1099.8,1099.8,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11014,SAN,2,-72.1751,-43.2615,0.027,40565.0,1.0,[1344],1091.4,1091.4,1091.4,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11015,SAN,2,-72.2253,-43.2616,0.022,40566.0,1.0,[1344],1092.2,1092.2,1092.2,1976-2023,N/A,N/A,N/A,1.0,['2000.17 - 2018.25']
RGI60-17.11016,SAN,2,-72.4574,-43.2665,0.031,40567.0,1.0,[1344],1096.2,1096.2,1096.2,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11017,SAN,2,-72.1647,-43.2619,0.636,40568.0,1.0,[1344],1091.3,1091.3,1091.3,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11018,SAN,2,-72.4744,-43.2681,0.394,40569.0,1.0,[1344],1096.7,1096.7,1096.7,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11019,SAN,2,-72.1786,-43.2573,0.035,40570.0,1.0,[1344],1091.0,1091.0,1091.0,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11020,SAN,2,-72.2309,-43.2574,0.027,40571.0,1.0,[1344],1091.8,1091.8,1091.8,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11021,SAN,2,-71.7433,-43.2577,1.387,40572.0,1.0,[1344],1085.6,1085.6,1085.6,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11022,SAN,2,-72.4796,-43.2665,0.239,31574.0,1.0,[1344],1096.6,1096.6,1096.6,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11023,SAN,2,-72.5196,-43.2616,0.03,40573.0,1.0,[1344],1096.7,1096.7,1096.7,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11024,SAN,2,-72.2438,-43.2558,0.15,40574.0,1.0,[1344],1091.8,1091.8,1091.8,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11025,SAN,2,-72.5351,-43.2666,3.146,40575.0,1.0,[1344],1097.5,1097.5,1097.5,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11026,SAN,2,-71.7544,-43.2377,0.022,40576.0,1.0,[1344],1083.5,1083.5,1083.5,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11027,SAN,2,-72.2467,-43.251,0.029,40577.0,1.0,[1344],1091.3,1091.3,1091.3,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11028,SAN,2,-72.5477,-43.2571,0.15,31575.0,1.0,[1344],1096.7,1096.7,1096.7,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11029,SAN,2,-72.2147,-43.2477,0.058,40578.0,1.0,[1344],1090.5,1090.5,1090.5,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11030,SAN,2,-72.554,-43.2654,3.02,40579.0,1.0,[1344],1097.7,1097.7,1097.7,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11031,SAN,2,-72.5551,-43.2501,0.026,40580.0,1.0,[1344],1096.0,1096.0,1096.0,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11032,SAN,2,-72.5586,-43.2529,0.332,40581.0,1.0,[1344],1096.4,1096.4,1096.4,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11033,SAN,2,-72.1914,-43.2421,0.107,40582.0,1.0,[1344],1089.5,1089.5,1089.5,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11034,SAN,2,-71.7537,-43.2303,0.486,40583.0,1.0,[1344],1082.6,1082.6,1082.6,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11035,SAN,2,-72.2115,-43.2401,0.219,40584.0,1.0,[1344],1089.6,1089.6,1089.6,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11036,SAN,2,-72.053,-43.2316,0.059,40585.0,1.0,[1344],1086.5,1086.5,1086.5,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11037,SAN,2,-72.2188,-43.2363,0.249,40586.0,1.0,[1344],1089.3,1089.3,1089.3,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11038,SAN,2,-71.7401,-43.2208,0.021,40587.0,1.0,[1344],1081.5,1081.5,1081.5,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11039,SAN,2,-72.0585,-43.225,0.09,40588.0,1.0,[1344],1085.8,1085.8,1085.8,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11040,SAN,2,-72.223,-43.2236,0.024,40589.0,1.0,[1344],1088.0,1088.0,1088.0,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11041,SAN,2,-72.0619,-43.2212,0.155,40590.0,1.0,[1344],1085.5,1085.5,1085.5,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11042,SAN,2,-72.2047,-43.2202,0.055,40591.0,1.0,[1344],1087.3,1087.3,1087.3,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11043,SAN,2,-71.7321,-43.2059,0.047,40592.0,1.0,[1344],1079.7,1079.7,1079.7,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11044,SAN,2,-72.0754,-43.2115,0.034,40593.0,1.0,[1344],1084.6,1084.6,1084.6,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11045,SAN,2,-72.2131,-43.2178,0.698,40594.0,1.0,[1344],1087.2,1087.2,1087.2,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11046,SAN,2,-72.1054,-43.2165,0.397,40595.0,1.0,[1344],1085.5,1085.5,1085.5,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11047,SAN,2,-72.0713,-43.216,0.659,40596.0,1.0,[1344],1085.0,1085.0,1085.0,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11048,SAN,2,-72.235,-43.2194,0.36,40597.0,1.0,[1344],1087.7,1087.7,1087.7,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11049,SAN,2,-72.2367,-43.216,0.116,40598.0,1.0,[1344],1087.3,1087.3,1087.3,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11050,SAN,2,-72.1305,-43.2109,0.086,40599.0,1.0,[1344],1085.3,1085.3,1085.3,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11051,SAN,2,-72.6013,-43.2192,0.133,40600.0,1.0,[1344],1093.5,1093.5,1093.5,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11052,SAN,2,-72.2183,-43.2109,0.104,40601.0,1.0,[1344],1086.5,1086.5,1086.5,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11053,SAN,2,-72.0694,-43.2037,0.033,40602.0,1.0,[1344],1083.6,1083.6,1083.6,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11054,SAN,2,-72.227,-43.2142,0.694,40603.0,1.0,[1344],1087.0,1087.0,1087.0,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11055,SAN,2,-72.1206,-43.2106,1.205,40604.0,1.0,[1344],1085.1,1085.1,1085.1,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11056,SAN,2,-72.219,-43.2059,0.08,40605.0,1.0,[1344],1086.0,1086.0,1086.0,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11057,SAN,2,-72.0633,-43.2068,1.17,40606.0,1.0,[1344],1083.9,1083.9,1083.9,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11058,SAN,2,-72.1867,-43.2057,0.511,40607.0,1.0,[1344],1085.5,1085.5,1085.5,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11059,SAN,2,-72.6279,-43.2132,0.751,40608.0,1.0,[1344],1093.3,1093.3,1093.3,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11060,SAN,2,-72.1286,-43.1989,0.165,31576.0,1.0,[1344],1083.9,1083.9,1083.9,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11061,SAN,2,-72.0665,-43.1977,0.293,40609.0,1.0,[1344],1082.9,1082.9,1082.9,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.11062,SAN,2,-72.5864,-43.203,0.021,40610.0,1.0,[1344],1091.4,1091.4,1091.4,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11063,SAN,2,-72.1163,-43.1994,1.517,40611.0,1.0,[1344],1083.8,1083.8,1083.8,1976-2023,N/A,N/A,N/A,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.11064,SAN,2,-72.1031,-43.1905,0.149,40612.0,1.0,[1344],1082.7,1082.7,1082.7,1976-2023,N/A,N/A,N/A,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
