RGIId,REGION,O2Region,CenLon,CenLat,Area,WGMS_ID,N_gla_anom_used,ID_gla_anom_used,min_dist_gla_anom,max_dist_gla_anom,mean_dist_gla_anom,period_reg_obs,N_gla_anom_neighbour_reg,ID_gla_anom_neighbour_reg,period_neighbour_reg_obs,N_geo_obs,period_geo_obs
RGI60-17.02369,SAN,1,-68.6044,-54.6936,0.374,27831.0,1.0,[2000],16.3,16.3,16.3,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02370,SAN,1,-68.1563,-54.669,0.419,70280.0,1.0,[2000],19.9,19.9,19.9,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02371,SAN,1,-70.4447,-54.7758,0.062,36755.0,1.0,[2000],131.1,131.1,131.1,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02372,SAN,1,-68.4705,-54.6865,0.516,70281.0,1.0,[2000],11.3,11.3,11.3,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02373,SAN,1,-70.0142,-54.7561,0.015,36756.0,1.0,[2000],103.6,103.6,103.6,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02374,SAN,1,-68.6741,-54.6971,0.122,36757.0,1.0,[2000],19.9,19.9,19.9,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02375,SAN,1,-70.4792,-54.778,0.239,27832.0,1.0,[2000],133.3,133.3,133.3,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02376,SAN,1,-69.5402,-54.7545,18.123,27833.0,1.0,[2000],73.2,73.2,73.2,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02377,SAN,1,-68.6825,-54.6955,0.211,36758.0,1.0,[2000],20.4,20.4,20.4,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02378,SAN,1,-68.1249,-54.6645,0.212,70282.0,1.0,[2000],21.8,21.8,21.8,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02379,SAN,1,-69.3138,-54.7274,0.574,27834.0,1.0,[2000],58.9,58.9,58.9,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02380,SAN,1,-69.3683,-54.7289,0.264,70283.0,1.0,[2000],62.4,62.4,62.4,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02381,SAN,1,-70.3679,-54.7866,3.489,70284.0,1.0,[2000],126.2,126.2,126.2,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02382,SAN,1,-70.4198,-54.7736,0.052,36759.0,1.0,[2000],129.5,129.5,129.5,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02383,SAN,1,-68.141,-54.6688,1.501,36760.0,1.0,[2000],20.7,20.7,20.7,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02384,SAN,1,-68.9662,-54.7084,0.126,27835.0,1.0,[2000],37.2,37.2,37.2,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02385,SAN,1,-68.47,-54.681,0.072,36761.0,1.0,[2000],11.9,11.9,11.9,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02386,SAN,1,-70.4781,-54.7721,0.011,36762.0,1.0,[2000],133.3,133.3,133.3,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
RGI60-17.02387,SAN,1,-69.8283,-54.7673,7.022,27836.0,1.0,[2000],91.6,91.6,91.6,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02388,SAN,1,-70.3801,-54.7674,0.011,36763.0,1.0,[2000],127.0,127.0,127.0,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
RGI60-17.02389,SAN,1,-69.3079,-54.7548,57.011,27837.0,1.0,[2000],58.3,58.3,58.3,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02390,SAN,1,-68.1421,-54.6609,0.1,36764.0,1.0,[2000],21.2,21.2,21.2,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02391,SAN,1,-68.9522,-54.7062,0.451,36765.0,1.0,[2000],36.4,36.4,36.4,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02392,SAN,1,-70.4168,-54.7684,0.088,70285.0,1.0,[2000],129.4,129.4,129.4,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02393,SAN,1,-70.006,-54.7645,1.828,36766.0,1.0,[2000],103.0,103.0,103.0,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02394,SAN,1,-70.0097,-54.7584,1.015,27838.0,1.0,[2000],103.3,103.3,103.3,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02395,SAN,1,-69.0065,-54.7191,4.255,27839.0,1.0,[2000],39.5,39.5,39.5,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02396,SAN,1,-70.3392,-54.7654,0.17,70286.0,1.0,[2000],124.4,124.4,124.4,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02397,SAN,1,-70.4485,-54.7695,0.101,36767.0,1.0,[2000],131.4,131.4,131.4,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02398,SAN,1,-70.4157,-54.766,0.021,36768.0,1.0,[2000],129.3,129.3,129.3,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
RGI60-17.02399,SAN,1,-70.4708,-54.7694,0.254,36769.0,1.0,[2000],132.8,132.8,132.8,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02400,SAN,1,-68.1609,-54.6614,0.165,70287.0,1.0,[2000],20.2,20.2,20.2,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02401,SAN,1,-68.1179,-54.658,0.097,36770.0,1.0,[2000],22.6,22.6,22.6,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02402,SAN,1,-70.4886,-54.7697,0.256,27840.0,1.0,[2000],134.0,134.0,134.0,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02403,SAN,1,-68.1512,-54.6614,0.442,27841.0,1.0,[2000],20.7,20.7,20.7,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02404,SAN,1,-69.3058,-54.7236,0.872,27842.0,1.0,[2000],58.5,58.5,58.5,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02405,SAN,1,-68.6841,-54.6882,0.102,27843.0,1.0,[2000],20.9,20.9,20.9,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02406,SAN,1,-70.456,-54.7665,0.04,36771.0,1.0,[2000],131.9,131.9,131.9,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02407,SAN,1,-70.5005,-54.7681,0.036,36772.0,1.0,[2000],134.7,134.7,134.7,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02408,SAN,1,-68.4806,-54.6769,0.081,27844.0,1.0,[2000],12.6,12.6,12.6,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02409,SAN,1,-69.0086,-54.7092,2.571,27845.0,1.0,[2000],39.8,39.8,39.8,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02410,SAN,1,-68.9965,-54.7016,0.127,70288.0,1.0,[2000],39.3,39.3,39.3,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02411,SAN,1,-68.1841,-54.6578,0.021,27846.0,1.0,[2000],19.4,19.4,19.4,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02412,SAN,1,-68.4909,-54.6725,0.038,27847.0,1.0,[2000],13.3,13.3,13.3,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02413,SAN,1,-68.3031,-54.6675,1.398,27848.0,1.0,[2000],14.0,14.0,14.0,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02414,SAN,1,-69.7093,-54.7398,0.632,36773.0,1.0,[2000],84.1,84.1,84.1,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02415,SAN,1,-68.6928,-54.6832,0.206,27849.0,1.0,[2000],21.7,21.7,21.7,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02416,SAN,1,-68.2993,-54.6597,0.015,36774.0,1.0,[2000],14.9,14.9,14.9,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02417,SAN,1,-69.6472,-54.7513,1.777,27850.0,1.0,[2000],80.1,80.1,80.1,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02418,SAN,1,-68.1802,-54.6603,0.273,70289.0,1.0,[2000],19.4,19.4,19.4,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02419,SAN,1,-68.1982,-54.6538,0.087,36775.0,1.0,[2000],19.1,19.1,19.1,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02420,SAN,1,-68.2032,-54.6532,0.017,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.02421,SAN,1,-68.7713,-54.6854,0.077,36776.0,1.0,[2000],26.1,26.1,26.1,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02422,SAN,1,-70.0701,-54.7529,2.368,70290.0,1.0,[2000],107.2,107.2,107.2,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02423,SAN,1,-68.5731,-54.6751,0.283,27851.0,1.0,[2000],16.1,16.1,16.1,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02424,SAN,1,-68.5599,-54.6739,0.438,27852.0,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.02425,SAN,1,-68.3029,-54.6612,0.422,27853.0,1.0,[2000],14.6,14.6,14.6,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02426,SAN,1,-69.7219,-54.7327,0.732,27854.0,1.0,[2000],85.0,85.0,85.0,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02427,SAN,1,-69.3968,-54.7247,5.442,36777.0,1.0,[2000],64.3,64.3,64.3,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02428,SAN,1,-70.0011,-54.7385,0.222,36778.0,1.0,[2000],102.8,102.8,102.8,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02429,SAN,1,-68.2118,-54.6507,0.217,36779.0,1.0,[2000],18.8,18.8,18.8,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02430,SAN,1,-68.2203,-54.6519,0.223,70291.0,1.0,[2000],18.3,18.3,18.3,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02431,SAN,1,-68.3799,-54.6595,0.149,36780.0,1.0,[2000],13.5,13.5,13.5,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02432,SAN,1,-68.3391,-54.6552,0.046,27855.0,1.0,[2000],14.4,14.4,14.4,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02433,SAN,1,-70.0161,-54.7391,1.105,36781.0,1.0,[2000],103.8,103.8,103.8,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02434,SAN,1,-70.0393,-54.741,1.458,36782.0,1.0,[2000],105.3,105.3,105.3,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02435,SAN,1,-70.0972,-54.7397,0.174,36783.0,1.0,[2000],109.0,109.0,109.0,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02436,SAN,1,-68.389,-54.658,0.204,27856.0,1.0,[2000],13.6,13.6,13.6,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02437,SAN,1,-68.1844,-54.6484,0.41,27857.0,1.0,[2000],20.1,20.1,20.1,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02438,SAN,1,-68.1725,-54.6508,1.467,36784.0,1.0,[2000],20.5,20.5,20.5,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02439,SAN,1,-70.0911,-54.7389,0.279,70292.0,1.0,[2000],108.6,108.6,108.6,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02440,SAN,1,-68.1926,-54.6446,0.064,36785.0,1.0,[2000],20.1,20.1,20.1,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02441,SAN,1,-68.1733,-54.6429,0.02,36786.0,1.0,[2000],21.1,21.1,21.1,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02442,SAN,1,-68.7101,-54.673,0.178,27858.0,1.0,[2000],23.2,23.2,23.2,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02443,SAN,1,-69.7524,-54.7229,0.153,36787.0,1.0,[2000],87.0,87.0,87.0,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02444,SAN,1,-68.2247,-54.6445,0.025,70293.0,1.0,[2000],18.8,18.8,18.8,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02445,SAN,1,-69.3756,-54.7075,0.696,36788.0,1.0,[2000],63.1,63.1,63.1,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02446,SAN,1,-68.422,-54.6568,0.09,36789.0,1.0,[2000],13.8,13.8,13.8,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02447,SAN,1,-69.91,-54.7316,0.933,27859.0,1.0,[2000],97.0,97.0,97.0,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02448,SAN,1,-70.0699,-54.7418,2.44,70294.0,1.0,[2000],107.2,107.2,107.2,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02449,SAN,1,-68.7198,-54.6702,0.015,36790.0,1.0,[2000],23.9,23.9,23.9,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
RGI60-17.02450,SAN,1,-69.7589,-54.7207,0.144,70295.0,1.0,[2000],87.5,87.5,87.5,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02451,SAN,1,-68.9779,-54.6841,0.11,27860.0,1.0,[2000],38.6,38.6,38.6,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02452,SAN,1,-70.1544,-54.7389,0.599,70296.0,1.0,[2000],112.7,112.7,112.7,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02453,SAN,1,-69.8946,-54.7552,12.492,27861.0,1.0,[2000],95.9,95.9,95.9,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02454,SAN,1,-69.9283,-54.7301,1.585,36791.0,1.0,[2000],98.2,98.2,98.2,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02455,SAN,1,-68.405,-54.652,0.03,36792.0,1.0,[2000],14.2,14.2,14.2,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02456,SAN,1,-68.7202,-54.6721,0.374,36793.0,1.0,[2000],23.8,23.8,23.8,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02457,SAN,1,-70.0035,-54.7322,0.575,27862.0,1.0,[2000],103.0,103.0,103.0,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02458,SAN,1,-68.2187,-54.6441,0.166,36794.0,1.0,[2000],19.1,19.1,19.1,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02459,SAN,1,-68.182,-54.6419,0.127,70297.0,1.0,[2000],20.8,20.8,20.8,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02460,SAN,1,-68.8693,-54.6767,0.145,36795.0,1.0,[2000],32.2,32.2,32.2,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02461,SAN,1,-69.7619,-54.7184,0.139,27863.0,1.0,[2000],87.7,87.7,87.7,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02462,SAN,1,-70.3798,-54.7462,1.005,27864.0,1.0,[2000],127.1,127.1,127.1,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02463,SAN,1,-68.4711,-54.6533,0.036,70298.0,1.0,[2000],14.8,14.8,14.8,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02464,SAN,1,-68.1852,-54.6372,0.04,70299.0,1.0,[2000],21.0,21.0,21.0,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02465,SAN,1,-69.6718,-54.7139,0.497,70300.0,1.0,[2000],82.0,82.0,82.0,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02466,SAN,1,-68.416,-54.6508,0.469,36796.0,1.0,[2000],14.4,14.4,14.4,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02467,SAN,1,-69.7614,-54.7142,0.015,70301.0,1.0,[2000],87.7,87.7,87.7,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02468,SAN,1,-69.0205,-54.681,0.157,36797.0,1.0,[2000],41.3,41.3,41.3,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02469,SAN,1,-68.8652,-54.6731,0.077,36798.0,1.0,[2000],32.1,32.1,32.1,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02470,SAN,1,-69.0142,-54.6916,7.458,27865.0,1.0,[2000],40.6,40.6,40.6,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02471,SAN,1,-68.1758,-54.6359,0.149,27866.0,1.0,[2000],21.5,21.5,21.5,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02472,SAN,1,-69.8495,-54.7714,21.617,27867.0,1.0,[2000],93.0,93.0,93.0,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02473,SAN,1,-69.4245,-54.7006,0.261,36799.0,1.0,[2000],66.4,66.4,66.4,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02474,SAN,1,-69.2627,-54.7211,23.313,27868.0,1.0,[2000],55.7,55.7,55.7,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02475,SAN,1,-68.4862,-54.6509,0.012,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.02476,SAN,1,-68.3753,-54.6503,0.627,36800.0,1.0,[2000],14.5,14.5,14.5,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02477,SAN,1,-70.3634,-54.7427,1.109,27869.0,1.0,[2000],126.0,126.0,126.0,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02478,SAN,1,-69.3767,-54.6997,0.419,70302.0,1.0,[2000],63.3,63.3,63.3,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02479,SAN,1,-68.4777,-54.6509,0.08,36801.0,1.0,[2000],15.2,15.2,15.2,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02480,SAN,1,-68.7309,-54.6644,0.109,27870.0,1.0,[2000],24.8,24.8,24.8,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02481,SAN,1,-68.7726,-54.6725,0.725,36802.0,1.0,[2000],26.7,26.7,26.7,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02482,SAN,1,-68.2283,-54.6353,0.013,36803.0,1.0,[2000],19.5,19.5,19.5,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
RGI60-17.02483,SAN,1,-70.1252,-54.731,0.319,70303.0,1.0,[2000],110.8,110.8,110.8,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02484,SAN,1,-68.1904,-54.6332,0.089,70304.0,1.0,[2000],21.2,21.2,21.2,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.02485,SAN,1,-68.1249,-54.6284,0.014,36804.0,1.0,[2000],24.4,24.4,24.4,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
RGI60-17.02486,SAN,1,-68.4866,-54.6484,0.025,36805.0,1.0,[2000],15.7,15.7,15.7,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02487,SAN,1,-68.2403,-54.634,0.065,36806.0,1.0,[2000],19.2,19.2,19.2,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02488,SAN,1,-68.4323,-54.649,0.663,36807.0,1.0,[2000],14.7,14.7,14.7,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02489,SAN,1,-70.3568,-54.7359,0.371,27871.0,1.0,[2000],125.6,125.6,125.6,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02490,SAN,1,-69.9384,-54.7238,1.565,27872.0,1.0,[2000],98.9,98.9,98.9,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02491,SAN,1,-68.3763,-54.6404,0.042,36808.0,1.0,[2000],15.6,15.6,15.6,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02492,SAN,1,-68.8758,-54.668,0.196,36809.0,1.0,[2000],33.0,33.0,33.0,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02493,SAN,1,-68.4274,-54.6454,0.244,27873.0,1.0,[2000],15.1,15.1,15.1,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02494,SAN,1,-68.7226,-54.6601,0.219,27874.0,1.0,[2000],24.6,24.6,24.6,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02495,SAN,1,-70.4397,-54.7401,1.35,27875.0,1.0,[2000],130.9,130.9,130.9,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02496,SAN,1,-69.7689,-54.7141,0.684,27876.0,1.0,[2000],88.2,88.2,88.2,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.02497,SAN,1,-69.6745,-54.7031,0.123,27877.0,1.0,[2000],82.3,82.3,82.3,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.02498,SAN,1,-68.4811,-54.6432,0.012,36810.0,1.0,[2000],16.1,16.1,16.1,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
