RGIId,REGION,O2Region,CenLon,CenLat,Area,WGMS_ID,N_gla_anom_used,ID_gla_anom_used,min_dist_gla_anom,max_dist_gla_anom,mean_dist_gla_anom,period_reg_obs,N_gla_anom_neighbour_reg,ID_gla_anom_neighbour_reg,period_neighbour_reg_obs,N_geo_obs,period_geo_obs
RGI60-17.00086,SAN,1,-73.1545,-50.8267,0.093,69952.0,1.0,[2000],543.2,543.2,543.2,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.00087,SAN,1,-73.1703,-50.8285,0.095,27174.0,1.0,[2000],543.7,543.7,543.7,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00088,SAN,1,-73.1732,-50.8318,0.097,27175.0,1.0,[2000],543.5,543.5,543.5,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00089,SAN,1,-73.1569,-50.8325,0.347,69953.0,1.0,[2000],542.8,542.8,542.8,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.00090,SAN,1,-73.1751,-50.8455,3.94,27176.0,1.0,[2000],542.3,542.3,542.3,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.00091,SAN,1,-73.1482,-50.8389,0.312,35663.0,1.0,[2000],541.9,541.9,541.9,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00092,SAN,1,-73.1601,-50.8394,0.106,27177.0,1.0,[2000],542.3,542.3,542.3,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00093,SAN,1,-73.1478,-50.8457,0.113,35664.0,1.0,[2000],541.2,541.2,541.2,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00094,SAN,1,-73.2486,-50.8564,0.095,27178.0,1.0,[2000],544.3,544.3,544.3,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00095,SAN,1,-73.2477,-50.8683,1.485,27179.0,1.0,[2000],543.1,543.1,543.1,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00096,SAN,1,-73.2485,-50.8778,0.192,35665.0,1.0,[2000],542.3,542.3,542.3,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00097,SAN,1,-73.236,-50.8834,0.603,35666.0,1.0,[2000],541.3,541.3,541.3,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00098,SAN,1,-73.2478,-50.8829,0.064,69954.0,1.0,[2000],541.8,541.8,541.8,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.00099,SAN,1,-73.1837,-50.8878,0.14,69955.0,1.0,[2000],538.8,538.8,538.8,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.00100,SAN,1,-73.1352,-50.8856,0.057,35667.0,1.0,[2000],537.1,537.1,537.1,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00101,SAN,1,-73.1358,-50.8877,0.013,35668.0,1.0,[2000],536.9,536.9,536.9,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
RGI60-17.00102,SAN,1,-73.1389,-50.8978,3.499,27180.0,1.0,[2000],536.1,536.1,536.1,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00103,SAN,1,-73.1678,-50.8889,0.036,69956.0,1.0,[2000],538.1,538.1,538.1,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.00104,SAN,1,-73.2322,-50.8934,0.428,35669.0,1.0,[2000],540.2,540.2,540.2,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00105,SAN,1,-73.1718,-50.9003,2.094,35670.0,1.0,[2000],537.2,537.2,537.2,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00106,SAN,1,-73.1582,-50.8986,0.231,27181.0,1.0,[2000],536.8,536.8,536.8,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00107,SAN,1,-73.234,-50.9039,0.051,35671.0,1.0,[2000],539.3,539.3,539.3,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00108,SAN,1,-73.1874,-50.9101,0.497,69957.0,1.0,[2000],536.9,536.9,536.9,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.00109,SAN,1,-73.1406,-50.9119,0.336,27182.0,1.0,[2000],534.9,534.9,534.9,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00110,SAN,1,-73.1285,-50.9135,0.189,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00111,SAN,1,-73.1886,-50.9168,0.276,27183.0,1.0,[2000],536.3,536.3,536.3,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.00112,SAN,1,-73.1838,-50.9272,1.261,27184.0,1.0,[2000],535.2,535.2,535.2,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.00113,SAN,1,-73.1273,-50.9819,13.424,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00114,SAN,1,-73.0788,-50.9438,1.515,69958.0,1.0,[2000],529.5,529.5,529.5,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.00115,SAN,1,-73.1462,-50.9451,0.045,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00116,SAN,1,-73.1671,-50.9479,0.258,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00117,SAN,1,-73.161,-50.9479,0.082,69959.0,1.0,[2000],532.4,532.4,532.4,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.00118,SAN,1,-72.9763,-50.8987,0.039,69960.0,1.0,[2000],529.6,529.6,529.6,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.00119,SAN,1,-72.9454,-50.8998,0.048,35672.0,1.0,[2000],528.3,528.3,528.3,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00120,SAN,1,-72.982,-50.9031,0.275,27185.0,1.0,[2000],529.4,529.4,529.4,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.00121,SAN,1,-72.9575,-50.9026,0.064,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00122,SAN,1,-72.983,-50.9552,1.36,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00123,SAN,1,-73.1026,-50.9489,0.044,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00124,SAN,1,-73.1756,-50.9501,0.044,27186.0,1.0,[2000],532.8,532.8,532.8,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.00125,SAN,1,-73.1111,-50.9495,0.076,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00126,SAN,1,-73.1182,-50.9531,0.044,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00127,SAN,1,-73.0789,-50.9552,0.164,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00128,SAN,1,-73.0943,-50.9558,0.594,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00129,SAN,1,-73.1731,-50.9569,0.081,69961.0,1.0,[2000],532.1,532.1,532.1,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.00130,SAN,1,-73.1132,-50.9608,0.429,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00131,SAN,1,-73.0944,-50.9617,0.058,27187.0,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00132,SAN,1,-73.1113,-50.9772,0.226,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00133,SAN,1,-73.1049,-50.9832,0.178,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00134,SAN,1,-73.0919,-50.9842,0.493,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00135,SAN,1,-73.0786,-51.0053,0.031,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00136,SAN,1,-73.0873,-51.0091,8.615,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00137,SAN,1,-73.1465,-50.9954,0.213,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00138,SAN,1,-73.1191,-51.0046,0.041,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00139,SAN,1,-73.0973,-51.0295,0.068,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00140,SAN,1,-73.1071,-51.032,0.167,69962.0,1.0,[2000],522.6,522.6,522.6,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.00141,SAN,1,-73.0097,-50.9444,2.254,69963.0,1.0,[2000],526.7,526.7,526.7,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.00142,SAN,1,-73.0576,-50.9514,0.028,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00143,SAN,1,-73.0184,-50.9633,0.542,27188.0,1.0,[2000],525.3,525.3,525.3,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.00144,SAN,1,-73.0014,-50.9859,1.766,69964.0,1.0,[2000],522.6,522.6,522.6,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.00145,SAN,1,-72.9801,-50.9654,0.168,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00146,SAN,1,-72.9576,-50.9705,1.494,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00147,SAN,1,-72.9628,-50.9838,1.219,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00148,SAN,1,-73.2331,-50.836,27.153,3440.0,1.0,[2000],545.5,545.5,545.5,2001-2023,1.0,['1344'],1976-2001,3.0,"['1999.92 - 2019.92', '1975.17 - 2000.08', '2000.17 - 2018.25']"
RGI60-17.00149,SAN,1,-73.1161,-50.9683,0.126,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00150,SAN,1,-72.9381,-50.9813,0.076,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00151,SAN,1,-72.9758,-50.9429,0.111,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00152,SAN,1,-73.1405,-49.5972,0.092,27189.0,1.0,[2000],660.4,660.4,660.4,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00153,SAN,1,-73.1446,-49.5997,0.037,35674.0,1.0,[2000],660.3,660.3,660.3,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00154,SAN,1,-73.1413,-49.6038,0.074,27190.0,1.0,[2000],659.7,659.7,659.7,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00155,SAN,1,-73.1926,-49.6636,0.104,35675.0,1.0,[2000],655.6,655.6,655.6,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00156,SAN,1,-73.0157,-49.5757,0.07,35676.0,1.0,[2000],658.4,658.4,658.4,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00157,SAN,1,-73.059,-49.5895,0.06,35677.0,1.0,[2000],658.4,658.4,658.4,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00158,SAN,1,-73.0722,-49.5892,0.041,35678.0,1.0,[2000],658.9,658.9,658.9,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00159,SAN,1,-73.0626,-49.5926,0.051,35679.0,1.0,[2000],658.3,658.3,658.3,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00160,SAN,1,-73.0688,-49.594,0.023,35680.0,1.0,[2000],658.3,658.3,658.3,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00161,SAN,1,-73.0708,-49.5967,0.025,35681.0,1.0,[2000],658.1,658.1,658.1,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
RGI60-17.00162,SAN,1,-73.1137,-49.6065,0.079,27191.0,1.0,[2000],658.6,658.6,658.6,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00163,SAN,1,-73.0667,-49.6063,0.089,27192.0,1.0,[2000],657.0,657.0,657.0,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00164,SAN,1,-73.0235,-49.6048,0.047,35682.0,1.0,[2000],655.8,655.8,655.8,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00165,SAN,1,-73.0546,-49.613,0.042,35683.0,1.0,[2000],656.0,656.0,656.0,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00166,SAN,1,-73.0766,-49.6282,0.014,35684.0,1.0,[2000],655.2,655.2,655.2,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00167,SAN,1,-73.0745,-49.6299,0.023,35685.0,1.0,[2000],655.0,655.0,655.0,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00168,SAN,1,-73.0589,-49.6307,0.029,35686.0,1.0,[2000],654.4,654.4,654.4,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00169,SAN,1,-73.0849,-49.6383,0.044,35687.0,1.0,[2000],654.5,654.5,654.5,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00170,SAN,1,-73.0382,-49.6405,0.023,35688.0,1.0,[2000],652.7,652.7,652.7,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00171,SAN,1,-73.0882,-49.6425,0.063,35689.0,1.0,[2000],654.2,654.2,654.2,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00172,SAN,1,-73.4697,-49.8866,838.044,27193.0,1.0,[2000],643.6,643.6,643.6,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00173,SAN,1,-73.1592,-49.6729,0.05,35690.0,1.0,[2000],653.5,653.5,653.5,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00174,SAN,1,-73.1287,-49.7073,0.357,35691.0,1.0,[2000],649.1,649.1,649.1,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00175,SAN,1,-73.1804,-49.7538,0.158,27194.0,1.0,[2000],646.3,646.3,646.3,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00176,SAN,1,-73.1784,-49.7683,0.34,27195.0,1.0,[2000],644.8,644.8,644.8,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00177,SAN,1,-73.1863,-49.7745,0.024,35692.0,1.0,[2000],644.5,644.5,644.5,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00178,SAN,1,-73.0641,-49.6681,0.054,35693.0,1.0,[2000],650.8,650.8,650.8,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00179,SAN,1,-73.118,-49.6935,0.066,35694.0,1.0,[2000],650.1,650.1,650.1,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00180,SAN,1,-72.9411,-49.6995,0.04,35695.0,1.0,[2000],643.7,643.7,643.7,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00181,SAN,1,-72.9457,-49.7024,0.175,35696.0,1.0,[2000],643.6,643.6,643.6,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
RGI60-17.00182,SAN,1,-72.9278,-49.7003,0.05,35697.0,1.0,[2000],643.2,643.2,643.2,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00183,SAN,1,-72.9282,-49.7231,0.304,35698.0,1.0,[2000],640.9,640.9,640.9,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00184,SAN,1,-72.9512,-49.7284,0.083,35699.0,1.0,[2000],641.2,641.2,641.2,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00185,SAN,1,-72.9299,-49.7299,0.086,35700.0,1.0,[2000],640.3,640.3,640.3,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00186,SAN,1,-72.9542,-49.7311,0.055,35701.0,1.0,[2000],641.0,641.0,641.0,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00187,SAN,1,-72.9579,-49.7344,0.023,35702.0,1.0,[2000],640.8,640.8,640.8,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00188,SAN,1,-73.0015,-49.7387,0.068,35703.0,1.0,[2000],641.8,641.8,641.8,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
RGI60-17.00189,SAN,1,-73.0227,-49.7381,0.016,35704.0,1.0,[2000],642.6,642.6,642.6,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00190,SAN,1,-73.0438,-49.7404,0.062,35705.0,1.0,[2000],643.0,643.0,643.0,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
RGI60-17.00191,SAN,1,-73.0351,-49.7416,0.063,35706.0,1.0,[2000],642.6,642.6,642.6,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00192,SAN,1,-73.1023,-49.7459,0.256,69965.0,1.0,[2000],644.5,644.5,644.5,2001-2023,1.0,['1344'],1976-2001,1.0,['1999.92 - 2019.92']
RGI60-17.00193,SAN,1,-73.0457,-49.7436,0.044,35707.0,1.0,[2000],642.8,642.8,642.8,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
RGI60-17.00194,SAN,1,-73.1103,-49.7512,0.147,no_WGMS_ID,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs,no_obs
RGI60-17.00195,SAN,1,-73.0129,-49.7549,0.059,35708.0,1.0,[2000],640.6,640.6,640.6,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
RGI60-17.00196,SAN,1,-73.0205,-49.7566,0.034,35709.0,1.0,[2000],640.7,640.7,640.7,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
RGI60-17.00197,SAN,1,-73.1258,-49.7642,0.058,27196.0,1.0,[2000],643.4,643.4,643.4,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00198,SAN,1,-73.0087,-49.7646,0.057,35710.0,1.0,[2000],639.5,639.5,639.5,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
RGI60-17.00199,SAN,1,-73.1116,-49.7705,0.024,35711.0,1.0,[2000],642.3,642.3,642.3,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00200,SAN,1,-73.0117,-49.7738,0.579,35712.0,1.0,[2000],638.7,638.7,638.7,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
RGI60-17.00201,SAN,1,-72.9995,-49.7764,0.038,35713.0,1.0,[2000],638.0,638.0,638.0,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00202,SAN,1,-73.0217,-49.779,0.095,35714.0,1.0,[2000],638.5,638.5,638.5,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
RGI60-17.00203,SAN,1,-73.005,-49.7806,0.083,35715.0,1.0,[2000],637.8,637.8,637.8,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00204,SAN,1,-73.1061,-49.7958,0.103,35716.0,1.0,[2000],639.7,639.7,639.7,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00205,SAN,1,-72.9931,-49.7985,0.321,35717.0,1.0,[2000],635.6,635.6,635.6,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
RGI60-17.00206,SAN,1,-73.1199,-49.8005,0.018,35718.0,1.0,[2000],639.7,639.7,639.7,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
RGI60-17.00207,SAN,1,-73.0185,-49.8044,0.064,35719.0,1.0,[2000],635.9,635.9,635.9,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00208,SAN,1,-72.9885,-49.8038,0.053,35720.0,1.0,[2000],634.9,634.9,634.9,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00209,SAN,1,-72.9472,-49.8142,0.013,35721.0,1.0,[2000],632.6,632.6,632.6,2001-2023,1.0,['1344'],1976-2001,1.0,['2000.17 - 2018.25']
RGI60-17.00210,SAN,1,-73.0346,-49.8174,0.036,35722.0,1.0,[2000],635.2,635.2,635.2,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00211,SAN,1,-72.9482,-49.8168,0.012,35723.0,1.0,[2000],632.3,632.3,632.3,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00212,SAN,1,-72.988,-49.8247,0.023,27197.0,1.0,[2000],632.9,632.9,632.9,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00213,SAN,1,-73.0605,-49.8297,0.654,27198.0,1.0,[2000],634.8,634.8,634.8,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00214,SAN,1,-72.9866,-49.8266,0.057,35724.0,1.0,[2000],632.6,632.6,632.6,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00215,SAN,1,-73.0503,-49.8288,0.041,35725.0,1.0,[2000],634.6,634.6,634.6,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
RGI60-17.00216,SAN,1,-72.9595,-49.8302,0.097,35726.0,1.0,[2000],631.4,631.4,631.4,2001-2023,1.0,['1344'],1976-2001,2.0,"['2000.17 - 2018.25', '1999.92 - 2019.92']"
RGI60-17.00217,SAN,1,-72.9516,-49.8297,0.023,35727.0,1.0,[2000],631.2,631.2,631.2,2001-2023,1.0,['1344'],1976-2001,2.0,"['1999.92 - 2019.92', '2000.17 - 2018.25']"
